8.344832576570225535e-02,-1.931251141985649011e-01,8.000523118556088775e-01,-3.935211992885214727e-01,2.961292781218034451e-02
4.133419673871353145e-02,3.965536690241943107e-01,1.923392851234950185e-01,1.979054602692517095e-01,1.922276140110170187e-02
-2.748907606869023801e-01,2.775165795652654865e-01,5.145890244177280248e-01,3.182412160921735400e-01,3.396967158399388231e-01
6.113158516081829141e-02,1.805563720269711125e-01,2.584397178268169060e-01,7.014349416366012502e-01,1.396919011831906920e-01
2.890684707796071784e-01,3.050575591544497644e-01,1.796563097793805741e-01,3.879616911622102426e-01,2.044012098354036355e-01
8.857551302812501082e-02,1.236019777866625147e-01,5.560725779599965390e-01,5.343541111279755951e-01,4.326868468495965736e-01
3.068591861957961076e-01,2.292197762034473008e-01,4.994934966618861383e-01,2.812753841389192266e-01,3.048578638883356340e-01
1.590375257990882529e-01,1.954547031928118572e-01,3.729569955228843881e-02,1.212800073390208622e-01,3.902733830211851940e-02
5.915085002167306261e-01,3.591695355230515863e-01,1.138749526495458526e-02,-1.307863624134200931e-01,4.851042912324725342e-02
9.961390189906556003e-01,-1.078924483022728441e-02,2.665077639958504663e-01,2.026115466179732871e-01,3.039580272186676591e-01
2.541184346814021056e-01,1.190652782922461406e-01,-1.776905238418929195e-02,3.154738429704122549e-01,2.451708510384238981e-01
9.965504826355983670e-02,2.532838436366345869e-01,8.428848874973762784e-02,-7.906214579709995582e-02,8.431599986322522999e-02
6.269361512618689680e-01,3.277480017625998276e-01,2.756274845196415857e-01,-1.241154975713346792e-01,2.580795017517377166e-01
5.716744322951299029e-02,-5.531827645081963812e-02,9.377581401251177118e-01,7.307510437024027083e-02,-3.963883651360893268e-01
1.515210904519519175e-01,2.373497905701294208e-01,4.403181127642785686e-01,-1.457581605878637346e-02,7.145438260074866987e-02
-1.832419107813368087e-01,3.820575532360208082e-01,4.644146580240605116e-01,9.624150396530245510e-02,-2.351364195421113551e-02
9.519745502237518531e-02,1.719181751390982948e-01,1.440398821733019363e-01,4.688321265291710005e-01,4.082941715263759264e-01
8.446107757669725491e-02,-1.656763193648446431e-01,2.025024184071908817e-01,3.762273280924763319e-02,1.434966311849199816e-01
